mean_fit_time,std_fit_time,mean_score_time,std_score_time,params,split0_test_accuracy,split1_test_accuracy,split2_test_accuracy,split3_test_accuracy,split4_test_accuracy,mean_test_accuracy,std_test_accuracy,rank_test_accuracy,split0_test_f1,split1_test_f1,split2_test_f1,split3_test_f1,split4_test_f1,mean_test_f1,std_test_f1,rank_test_f1
6.536827039718628,0.08135829397142379,0.015193605422973632,0.00023860397759804512,{},0.9739910313901345,0.9721973094170404,0.9748653500897666,0.9640933572710951,0.9703770197486535,0.971104813583338,0.00383029081599306,1,0.8960573476702509,0.8847583643122676,0.8962962962962963,0.8484848484848485,0.8754716981132076,0.8802137109753743,0.01766087001936292,1
