mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_tfidf__lowercase,param_tfidf__max_features,param_tfidf__strip_accents,params,split0_test_accuracy,split1_test_accuracy,split2_test_accuracy,split3_test_accuracy,split4_test_accuracy,mean_test_accuracy,std_test_accuracy,rank_test_accuracy,split0_test_f1,split1_test_f1,split2_test_f1,split3_test_f1,split4_test_f1,mean_test_f1,std_test_f1,rank_test_f1
27.230392837524413,0.6404250697302081,0.20218439102172853,0.0029899752749527153,True,5000,unicode,"{'tfidf__lowercase': True, 'tfidf__max_features': 5000, 'tfidf__strip_accents': 'unicode'}",0.989237668161435,0.9910313901345291,0.9865350089766607,0.9874326750448833,0.9856373429084381,0.9879748170451892,0.0019374303886827077,1,0.959731543624161,0.9662162162162162,0.9473684210526315,0.9513888888888888,0.9459459459459459,0.9541302031455686,0.007715766895607963,1
