mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_tfidf__lowercase,param_tfidf__max_features,param_tfidf__strip_accents,params,split0_test_accuracy,split1_test_accuracy,split2_test_accuracy,split3_test_accuracy,split4_test_accuracy,mean_test_accuracy,std_test_accuracy,rank_test_accuracy,split0_test_f1,split1_test_f1,split2_test_f1,split3_test_f1,split4_test_f1,mean_test_f1,std_test_f1,rank_test_f1
0.8351999759674072,0.04467561670532412,0.03823590278625488,0.00123945468611027,True,5000,unicode,"{'tfidf__lowercase': True, 'tfidf__max_features': 5000, 'tfidf__strip_accents': 'unicode'}",0.9811659192825112,0.97847533632287,0.9748653500897666,0.9712746858168761,0.9757630161579892,0.9763088615340028,0.003346915612865263,1,0.9247311827956989,0.9136690647482014,0.8962962962962963,0.8814814814814815,0.9003690036900369,0.903309405802343,0.014835787897585277,1
