mean_fit_time,std_fit_time,mean_score_time,std_score_time,params,split0_test_accuracy,split1_test_accuracy,split2_test_accuracy,split3_test_accuracy,split4_test_accuracy,mean_test_accuracy,std_test_accuracy,rank_test_accuracy,split0_test_f1,split1_test_f1,split2_test_f1,split3_test_f1,split4_test_f1,mean_test_f1,std_test_f1,rank_test_f1
0.025151395797729494,0.0011307695155844905,0.006551313400268555,0.00025119482790272386,{},0.9829596412556054,0.9838565022421525,0.9820466786355476,0.9784560143626571,0.9784560143626571,0.981154970171724,0.002276795210448162,1,0.9337979094076655,0.9366197183098591,0.9295774647887324,0.9142857142857143,0.9142857142857143,0.925713304215537,0.009596062418025733,1
