mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_vect__lowercase,param_vect__max_features,param_vect__strip_accents,params,split0_test_accuracy,split1_test_accuracy,split2_test_accuracy,split3_test_accuracy,split4_test_accuracy,mean_test_accuracy,std_test_accuracy,rank_test_accuracy,split0_test_f1,split1_test_f1,split2_test_f1,split3_test_f1,split4_test_f1,mean_test_f1,std_test_f1,rank_test_f1
0.5251845359802246,0.022354768284481664,0.030991125106811523,0.0006952844735948879,True,500,unicode,"{'vect__lowercase': True, 'vect__max_features': 500, 'vect__strip_accents': 'unicode'}",0.9811659192825112,0.9829596412556054,0.9793536804308797,0.9748653500897666,0.9784560143626571,0.979360121084284,0.0027290243434506963,1,0.9263157894736842,0.9337979094076655,0.9163636363636364,0.8985507246376812,0.9148936170212766,0.9179843353807888,0.011910723593486555,1
