mean_fit_time,std_fit_time,mean_score_time,std_score_time,params,split0_test_accuracy,split1_test_accuracy,split2_test_accuracy,split3_test_accuracy,split4_test_accuracy,mean_test_accuracy,std_test_accuracy,rank_test_accuracy,split0_test_f1,split1_test_f1,split2_test_f1,split3_test_f1,split4_test_f1,mean_test_f1,std_test_f1,rank_test_f1
1.436441421508789,0.06194545156704569,0.005716466903686523,0.0007124382092578897,{},0.9910313901345291,0.9919282511210762,0.9847396768402155,0.9856373429084381,0.9901256732495511,0.988692466850762,0.0029309818738207246,1,0.9664429530201343,0.9696969696969697,0.9419795221843004,0.9477124183006536,0.9627118644067797,0.9577087455217675,0.010884577371570284,1
