mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_tfidf__lowercase,param_tfidf__max_features,param_tfidf__strip_accents,params,split0_test_accuracy,split1_test_accuracy,split2_test_accuracy,split3_test_accuracy,split4_test_accuracy,mean_test_accuracy,std_test_accuracy,rank_test_accuracy,split0_test_f1,split1_test_f1,split2_test_f1,split3_test_f1,split4_test_f1,mean_test_f1,std_test_f1,rank_test_f1
0.05999531745910645,0.0114646404464846,0.014199256896972656,0.00020826580038534913,True,500,unicode,"{'tfidf__lowercase': True, 'tfidf__max_features': 500, 'tfidf__strip_accents': 'unicode'}",0.9757847533632287,0.9766816143497757,0.9757630161579892,0.9721723518850988,0.9775583482944344,0.9755920168101054,0.0018338036241608042,1,0.9025270758122743,0.9064748201438849,0.9010989010989011,0.8838951310861424,0.9097472924187726,0.9007486441119952,0.008956463184530836,1
