mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_vect__lowercase,param_vect__max_features,param_vect__strip_accents,params,split0_test_accuracy,split1_test_accuracy,split2_test_accuracy,split3_test_accuracy,split4_test_accuracy,mean_test_accuracy,std_test_accuracy,rank_test_accuracy,split0_test_f1,split1_test_f1,split2_test_f1,split3_test_f1,split4_test_f1,mean_test_f1,std_test_f1,rank_test_f1
15.807469892501832,0.24330287852592522,0.015569639205932618,0.00023633188708223202,True,5000,unicode,"{'vect__lowercase': True, 'vect__max_features': 5000, 'vect__strip_accents': 'unicode'}",0.9865470852017937,0.9829596412556054,0.9820466786355476,0.9856373429084381,0.9829443447037702,0.9840270185410311,0.0017422458834236874,1,0.9473684210526315,0.9323843416370107,0.9285714285714286,0.9432624113475178,0.9337979094076655,0.9370769024032508,0.007061032271897978,1
