mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_tfidf__lowercase,param_tfidf__max_features,param_tfidf__strip_accents,params,split0_test_accuracy,split1_test_accuracy,split2_test_accuracy,split3_test_accuracy,split4_test_accuracy,mean_test_accuracy,std_test_accuracy,rank_test_accuracy,split0_test_f1,split1_test_f1,split2_test_f1,split3_test_f1,split4_test_f1,mean_test_f1,std_test_f1,rank_test_f1
18.676616430282593,0.5905919326275683,0.01567549705505371,0.00020742550115044597,True,5000,unicode,"{'tfidf__lowercase': True, 'tfidf__max_features': 5000, 'tfidf__strip_accents': 'unicode'}",0.9910313901345291,0.9847533632286996,0.9838420107719928,0.9856373429084381,0.9820466786355476,0.9854621571358415,0.0030278640219684456,1,0.9659863945578231,0.9411764705882353,0.9361702127659575,0.9432624113475178,0.9310344827586207,0.9435259944036309,0.012001705711702629,1
