mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_vect__lowercase,param_vect__max_features,param_vect__strip_accents,params,split0_test_accuracy,split1_test_accuracy,split2_test_accuracy,split3_test_accuracy,split4_test_accuracy,mean_test_accuracy,std_test_accuracy,rank_test_accuracy,split0_test_f1,split1_test_f1,split2_test_f1,split3_test_f1,split4_test_f1,mean_test_f1,std_test_f1,rank_test_f1
0.05911517143249512,0.001654928424167739,0.014634037017822265,0.0005111290120397981,True,5000,unicode,"{'vect__lowercase': True, 'vect__max_features': 5000, 'vect__strip_accents': 'unicode'}",0.9829596412556054,0.9811659192825112,0.9793536804308797,0.9820466786355476,0.9820466786355476,0.9815145196480183,0.0012202877671998221,1,0.9337979094076655,0.9263157894736842,0.9175627240143369,0.9285714285714286,0.9300699300699301,0.9272635563074092,0.005427493770465503,1
