mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_vect__lowercase,param_vect__max_features,param_vect__strip_accents,params,split0_test_accuracy,split1_test_accuracy,split2_test_accuracy,split3_test_accuracy,split4_test_accuracy,mean_test_accuracy,std_test_accuracy,rank_test_accuracy,split0_test_f1,split1_test_f1,split2_test_f1,split3_test_f1,split4_test_f1,mean_test_f1,std_test_f1,rank_test_f1
0.7314637184143067,0.035350764354232594,0.03781113624572754,0.0007742584619600308,True,5000,unicode,"{'vect__lowercase': True, 'vect__max_features': 5000, 'vect__strip_accents': 'unicode'}",0.9766816143497757,0.97847533632287,0.9757630161579892,0.9712746858168761,0.9757630161579892,0.9755915337611001,0.0023748086871794197,1,0.9057971014492754,0.9136690647482014,0.9003690036900369,0.8823529411764706,0.9010989010989011,0.9006574024325771,0.010305835812601104,1
