mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_vect__lowercase,param_vect__max_features,param_vect__strip_accents,params,split0_test_accuracy,split1_test_accuracy,split2_test_accuracy,split3_test_accuracy,split4_test_accuracy,mean_test_accuracy,std_test_accuracy,rank_test_accuracy,split0_test_f1,split1_test_f1,split2_test_f1,split3_test_f1,split4_test_f1,mean_test_f1,std_test_f1,rank_test_f1
1.257873010635376,0.06268573958692202,0.014399290084838867,5.7970731066793646e-05,True,500,unicode,"{'vect__lowercase': True, 'vect__max_features': 500, 'vect__strip_accents': 'unicode'}",0.9802690582959641,0.9820627802690582,0.9838420107719928,0.9883303411131059,0.9766606822262118,0.9822329745352665,0.003865313737756542,1,0.9251700680272109,0.9315068493150684,0.9366197183098591,0.9543859649122807,0.9115646258503401,0.9318494452829518,0.01404888304236136,1
