mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_tfidf__lowercase,param_tfidf__max_features,param_tfidf__strip_accents,params,split0_test_accuracy,split1_test_accuracy,split2_test_accuracy,split3_test_accuracy,split4_test_accuracy,mean_test_accuracy,std_test_accuracy,rank_test_accuracy,split0_test_f1,split1_test_f1,split2_test_f1,split3_test_f1,split4_test_f1,mean_test_f1,std_test_f1,rank_test_f1
0.0640556812286377,0.011186761933156495,0.014982461929321289,0.0003656833979091186,True,5000,unicode,"{'tfidf__lowercase': True, 'tfidf__max_features': 5000, 'tfidf__strip_accents': 'unicode'}",0.9695067264573991,0.9739910313901345,0.9730700179533214,0.9685816876122083,0.9730700179533214,0.971643896273277,0.002168930891254709,1,0.8740740740740741,0.8929889298892989,0.8880597014925373,0.8679245283018868,0.8897058823529411,0.8825506232221476,0.009759922753503361,1
