mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_vect__lowercase,param_vect__max_features,param_vect__strip_accents,params,split0_test_accuracy,split1_test_accuracy,split2_test_accuracy,split3_test_accuracy,split4_test_accuracy,mean_test_accuracy,std_test_accuracy,rank_test_accuracy,split0_test_f1,split1_test_f1,split2_test_f1,split3_test_f1,split4_test_f1,mean_test_f1,std_test_f1,rank_test_f1
0.05436267852783203,0.0008968582103751607,0.014113092422485351,0.00023327610662366927,True,500,unicode,"{'vect__lowercase': True, 'vect__max_features': 500, 'vect__strip_accents': 'unicode'}",0.9775784753363229,0.9829596412556054,0.9793536804308797,0.9802513464991023,0.9802513464991023,0.9800788980042026,0.001739897278231803,1,0.9140893470790378,0.9342560553633218,0.9169675090252708,0.920863309352518,0.9236111111111112,0.921957466386252,0.006956924424117231,1
