mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_tfidf__lowercase,param_tfidf__max_features,param_tfidf__strip_accents,params,split0_test_accuracy,split1_test_accuracy,split2_test_accuracy,split3_test_accuracy,split4_test_accuracy,mean_test_accuracy,std_test_accuracy,rank_test_accuracy,split0_test_f1,split1_test_f1,split2_test_f1,split3_test_f1,split4_test_f1,mean_test_f1,std_test_f1,rank_test_f1
1.7111069202423095,0.08284198751770065,0.014820384979248046,8.740717762794199e-05,True,500,unicode,"{'tfidf__lowercase': True, 'tfidf__max_features': 500, 'tfidf__strip_accents': 'unicode'}",0.9829596412556054,0.97847533632287,0.9829443447037702,0.9802513464991023,0.9766606822262118,0.9802582702015119,0.002475235027098014,1,0.9351535836177475,0.9183673469387755,0.9333333333333333,0.9225352112676056,0.9115646258503401,0.9241908202015605,0.008942509643978896,1
